id	name	aliases	charge	formula
but	Butyrate (n-C4:0)	KEGG:C00246;CAS:107-92-6;BIGG:bigg34376;	-1	C4H7O2
m2mpdol_L	(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809504;	-20	C1420H2328N20O320P20
gdp	GDP	KEGG:C00035;CAS:146-91-8;BIGG:bigg33599;	-3	C10H12N5O11P2
core5	Core 5	BIGG:bigg1886172;	0	C16H27N2O10X
gncore2	GlcNAc-alpha-1,4-Core 2	BIGG:bigg1898456;	0	C30H50N3O20X
im4ac	Imidazole-4-acetate	KEGG:C02835;CAS:7273-34-9;BIGG:bigg40666;	-1	C5H5N2O2
adp	ADP	KEGG:C00008;CAS:58-64-0;BIGG:bigg33496;	-3	C10H12N5O10P2
prgstrn	Progesterone	KEGG:C00410;CAS:57-83-0;BIGG:bigg34898;	0	C21H30O2
vacc	vaccenic acid	BIGG:bigg2217962;	-1	C18H33O2
pail5p_hs	1-Phosphatidyl-1D-myo-inositol 5-phosphate (Homo sapiens)	BIGG:bigg2263547;	-3	C9H15O12P2FULLRCO2FULLR2CO2
ibcoa	Isobutyryl-CoA	KEGG:C00630;BIGG:bigg35538;	-4	C25H38N7O17P3S
caro	beta-Carotene	BIGG:bigg2264935;	0	C40H56
cholp	Choline phosphate	KEGG:C00588;CAS:107-73-3;BIGG:bigg1485300;	-1	C5H13NO4P
avite2	alpha-Tocotrienol	BIGG:bigg2296493;	0	C29H44O2
hs_deg17	heparan sulfate, degradation product 17	BIGG:bigg2303863;	-5	C43H65N2O48S4
6thf	hexaglutamyl folate  (THF)	BIGG:bigg2304197;	-7	C44H51N12O21
dheas	Dehydroepiandrosterone sulfate	KEGG:C04555;CAS:652-69-7;BIGG:bigg44038;	-1	C19H27O5S
cs_b_deg1	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	BIGG:bigg2415980;	-5	C45H67N2O46S3
3snpyr	3-Sulfinopyruvate	KEGG:C05527;CAS:28954-12-3;BIGG:bigg45969;	-2	C3H2O5S
acgalfuc12gal14acglcgalgluside_hs	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1	BIGG:bigg2419396;	0	C58H102N3O31FULLRCO
cbp	Carbamoyl phosphate	KEGG:C00169;BIGG:bigg34125;	-2	CH2NO5P
xoltri25	7-alpha,25-Dihydroxycholesterol	BIGG:bigg2197800;	0	C27H46O3
ahandrostanglc	Etiocholan-3alpha-ol-17-one 3-glucuronide	BIGG:bigg2304848;	0	C25H38O8
hestratriol	4,17 dihydroxy estradiol	BIGG:bigg2299837;	0	C18H24O3
prgnlones	pregnenolone sulfate	BIGG:bigg2705327;	-1	C21H31O5S
bilglcur	Bilirubin monoglucuronide	KEGG:C03374;CAS:25635-88-5;BIGG:bigg41733;	0	C39H44N4O12
udpgal	UDPgalactose	KEGG:C00052;BIGG:bigg33675;	-2	C15H22N2O17P2
so4	Sulfate	KEGG:C00059;CAS:7664-93-9;BIGG:bigg33697;	-2	O4S
10fthf	10-Formyltetrahydrofolate	KEGG:C00234;BIGG:bigg34337;	-2	C20H21N7O7
dgsn	Deoxyguanosine	KEGG:C00330;CAS:961-07-9;BIGG:bigg34637;	0	C10H13N5O4
56dura	5,6-dihydrouracil	KEGG:C00429;CAS:504-07-4;BIGG:bigg34956;	0	C4H6N2O2
cpppg3	Coproporphyrinogen III	KEGG:C03263;CAS:2624-63-7;BIGG:bigg41515;	-4	C36H40N4O8
hdcoa	Hexadecenoyl-CoA (n-C16:1CoA)	KEGG:C05272;BIGG:bigg1451383;	-4	C37H60N7O17P3S
octeACP	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	BIGG:bigg1437596;	-1	C29H53N2O8PRS
m5masnB1	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	BIGG:bigg1822947;	0	C52H87N2O40X
ahdt	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	KEGG:C04895;BIGG:bigg44843;	-4	C9H12N5O13P3
ppa	Propionate (n-C3:0)	KEGG:C00163;CAS:79-09-4;BIGG:bigg34098;	-1	C3H5O2
xol27oh	27-Hydroxycholesterol	KEGG:C06340;CAS:59-31-4;BIGG:bigg48021;	0	C27H46O2
cholcoa	Choloyl-CoA	KEGG:C01794;CAS:1406-65-1;BIGG:bigg38424;	-4	C45H70N7O20P3S
Tyr-ggn	Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)	BIGG:bigg2213851;	0	XOH
guln	L-Gulonate	KEGG:C00800;CAS:526-97-6;BIGG:bigg36035;	-1	C6H11O7
adrncoa	adrenyl coenzyme A	BIGG:bigg2218769;	-4	C43H66N7O17P3S
tmndnc	timnodonic acid C20:5, n-3	BIGG:bigg2218016;	-1	C20H29O2
tetpent6	tetracosapentaenoic acid, n-6	BIGG:bigg2219649;	-1	C24H37O2
pylald	Perillyl aldehyde	KEGG:C02576;CAS:2111-75-3;BIGG:bigg40121;	0	C10H14O
gpail_hs	D-glucosaminylphosphatidylinositol	KEGG:C04248;CAS:128-33-6;BIGG:bigg43441;	0	C15H28NO13PFULLRCO2FULLR2CO2
memgacpail_hs	(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)	BIGG:bigg2288887;	0	C45H84N2O27P2FULLRCO2FULLR2CO2
cca_d3	Calcitroic acid (D3)	BIGG:bigg2290389;	-1	C22H33O4
ksi_pre4	keratan sulfate I biosynthesis, precursor 4	BIGG:bigg2296815;	-1	C101H165N7O72X
cs_e_pre5b	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b	BIGG:bigg2301395;	-7	C45H64N2O51S5X
omeprazole	omeprazole	BIGG:bigg2299956;	0	C17H19N3O3S
tchola	taurocholic acid	KEGG:C05122;CAS:81-24-3;BIGG:bigg45150;	0	C26H45NO7S
12ppd-S	(S)-Propane-1,2-diol	KEGG:C02917;CAS:4254-14-3;BIGG:bigg40815;	0	C3H8O2
hs_deg6	heparan sulfate, degradation product 6	BIGG:bigg2303802;	-10	C67H98N4O83S9
cs_b_deg2	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2	BIGG:bigg2415982;	-5	C37H54NO41S3
ksii_core2_deg6	keratan sulfate II (core 2-linked), degradation product 6	BIGG:bigg2418061;	-1	C44H72N4O33SX
dhbpt	6,7-Dihydrobiopterin	KEGG:C00268;BIGG:bigg34451;	0	C9H13N5O3
10fthf7glu	10-formyltetrahydrofolate-[Glu](7)	BIGG:bigg2304245;	-8	C50H57N13O25
andrstrn	Androsterone	KEGG:C00523;CAS:53-41-8;BIGG:bigg35244;	0	C19H30O2
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs	Type IIIAb	BIGG:bigg2419444;	0	C92H158N5O55FULLRCO
acgbgbside_hs	beta GalNAc globoside (homo sapiens)	BIGG:bigg2266490;	0	C52H92N3O27FULLRCO
gd1b2_hs	GD1beta (homo sapiens)	BIGG:bigg2266561;	-2	C66H111N4O38FULLRCO
2mcit	2-Methylcitrate	KEGG:C02225;CAS:96-17-3;BIGG:bigg39369;	-3	C7H7O7
gam	D-Glucosamine	KEGG:C00329;CAS:3416-24-8;BIGG:bigg34633;	1	C6H14NO5
gln-L	L-Glutamine	KEGG:C00064;CAS:56-85-9;BIGG:bigg33714;	0	C5H10N2O3
e4hglu	L-erythro-4-Hydroxyglutamate	KEGG:C05947;BIGG:bigg1447439;	-1	C5H8NO5
pdx5p	Pyridoxine 5'-phosphate	KEGG:C00627;CAS:447-05-2;BIGG:bigg35527;	-2	C8H10NO6P
amet	S-Adenosyl-L-methionine	KEGG:C00019;CAS:29908-03-0;BIGG:bigg33530;	1	C15H23N6O5S
dtdp4d6dm	dTDP-4-dehydro-6-deoxy-L-mannose	KEGG:C00688;BIGG:bigg35704;	-2	C16H22N2O15P2
hLkynr	3-Hydroxy-L-kynurenine	KEGG:C03227;BIGG:bigg1445574;	0	C10H12N2O4
malttr	Maltotriose	KEGG:C01835;CAS:1109-28-0;BIGG:bigg38512;	0	C18H32O16
glyb	Glycine betaine	KEGG:C00719;CAS:107-43-7;BIGG:bigg35786;	0	C5H11NO2
itacon	Itaconate	KEGG:C00490;CAS:97-65-4;BIGG:bigg35130;	-2	C5H4O4
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	KEGG:C04640;BIGG:bigg44236;	-1	C8H15N3O8P
ficytC	Ferricytochrome c	KEGG:c00125;BIGG:bigg1595981;	3	C42H54FeN8O6S2
chito2pdol_U	N,N'-Diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809478;	-20	C1185H1940N20O170P20
nm4masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	KEGG:C05882;CAS:91-64-5;BIGG:bigg46746;	0	C54H90N3O40X
l2fn2m2masn	{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine	BIGG:bigg1830502;	0	C68H113N4O49X
42A3HP24DB	4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate	KEGG:C05645;CAS:2208-41-5;BIGG:bigg46189;	-1	C10H8NO5
dimp	dIMP	KEGG:C06196;BIGG:bigg47635;	-2	C10H11N4O7P
cmp2amep	CMP-2-aminoethylphosphonate	KEGG:C05673;CAS:151-18-8;BIGG:bigg46252;	-1	C11H19N4O10P2
mi134p	1D-myo-Inositol 1,3,4-trisphosphate	KEGG:C01243;BIGG:bigg37172;	-6	C6H9O15P3
4pyrdx	4-Pyridoxate	KEGG:C00847;CAS:82-82-6;BIGG:bigg36190;	0	C8H9NO4
2dp6mobq	2-Decaprenyl-6-methoxy-1,4-benzoquinone	BIGG:bigg2267458;	0	C57H86O3
ksi_pre16	keratan sulfate I biosynthesis, precursor 16	BIGG:bigg2296831;	-5	C157H253N11O124S4X
cs_d_pre2	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2	BIGG:bigg2300743;	-4	C31H46NO34S3X
ksi_deg14	keratan sulfate I, degradation product 14	BIGG:bigg2416928;	-8	C166H267N11O145S8
for	Formate	KEGG:C00058;CAS:64-18-6;BIGG:bigg33693;	-1	CH1O2
glc3man	glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide	BIGG:bigg1838658;	0	C24H42O21
3dhguln	3-Dehydro-L-gulonate	KEGG:C00618;BIGG:bigg35509;	-1	C6H9O7
gcald	Glycolaldehyde	KEGG:C00266;BIGG:bigg34446;	0	C2H4O2
c2m26dcoa	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	BIGG:bigg2266110;	-4	C31H46N7O17P3S
thcrm_hs	trihexosyl ceramide (homo sapiens)	BIGG:bigg2265481;	0	C36H66NO17FULLRCO
3dpdhb_me	3-Decaprenyl-4-hydroxy-5-methoxybenzoate	BIGG:bigg2267128;	-1	C58H87O4
2dp6mep	2-Decaprenyl-6-methoxyphenol	BIGG:bigg2267157;	0	C57H88O2
gm2a_hs	GM2alpha (homo sapiens)	BIGG:bigg2266549;	-1	C49H85N3O25FULLRCO
ksi_pre22	keratan sulfate I biosynthesis, precursor 22	BIGG:bigg2296839;	-7	C185H297N13O150S6X
ksii_core4_pre7	keratan sulfate II biosynthesis, precursor 7	BIGG:bigg2299222;	-2	C75H121N6O56SX
4nph	4-Nitrophenol	KEGG:C00870;CAS:100-02-7;BIGG:bigg36247;	0	C6H5NO3
hs_deg23	heparan sulfate, degradation product 23	BIGG:bigg2303869;	-2	C31H49NO29S
i	Iodide	KEGG:C00708;BIGG:bigg35753;	-1	I
acetone	Acetone	KEGG:C00207;CAS:67-64-1;BIGG:bigg34257;	0	C3H6O
thcholoylcoa	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	KEGG:C05448;CAS:67-97-0;BIGG:bigg45832;	-4	C48H76N7O20P3S
dhocholoylcoa	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	KEGG:C05446;BIGG:bigg45828;	-4	C48H74N7O20P3S
pristanal	pristanal	BIGG:bigg2364547;	0	C19H38O
R5coa_hs	R group 5 Coenzyme A homo sapiens	BIGG:bigg2219198;	-4	XCO2C21H31N7O15P3S
cs_a	chondroitin sulfate A (GalNAc4S-GlcA), free chain	BIGG:bigg2415876;	-5	C45H67N2O46S3
ksii_core2_deg3	keratan sulfate II (core 2-linked), degradation product 3	BIGG:bigg2418058;	-2	C58H94N5O46S2X
ha_pre1	hyaluronan biosynthesis, precursor 1	BIGG:bigg2418505;	-1	C14H20NO11
acnacngalgbside_hs	disialyl galactosylgloboside (homo sapiens)	BIGG:bigg2266486;	-2	C72H121N4O43FULLRCO
6pgc	6-Phospho-D-gluconate	KEGG:C00345;BIGG:bigg34686;	-3	C6H10O10P
r1p	alpha-D-Ribose 1-phosphate	KEGG:C00442;CAS:58459-37-3;BIGG:bigg34994;	-2	C5H9O8P
2obut	2-Oxobutanoate	KEGG:C00109;CAS:600-18-0;BIGG:bigg33889;	-1	C4H5O3
pep	Phosphoenolpyruvate	KEGG:C00074;CAS:138-08-9;BIGG:bigg33756;	-3	C3H2O6P
glyc3p	Glycerol 3-phosphate	KEGG:C00093;BIGG:bigg137383;	-2	C3H7O6P
udpglcur	UDP-D-glucuronate	KEGG:C00167;BIGG:bigg34117;	-3	C15H19N2O18P2
acac	Acetoacetate	KEGG:C00164;CAS:541-50-4;BIGG:bigg1485291;	-1	C4H5O3
acorn	N2-Acetyl-L-ornithine	KEGG:C00437;CAS:None;BIGG:bigg34982;	0	C7H14N2O3
alpam	S-aminomethyldihydrolipoamide	BIGG:bigg1444052;	1	C9H21N2OS2
m5mpdol_U	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809512;	-20	C1545H2540N20O470P20
n3m2masn	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	BIGG:bigg1830634;	0	C58H96N5O40X
4hphac	4-Hydroxyphenylacetate	KEGG:C00642;CAS:156-38-7;BIGG:bigg35599;	-1	C8H7O3
acgal1p	N-Acetyl-D-galactosamine 1-phosphate	KEGG:C18060;BIGG:bigg2241575;	-2	C8H14NO9P
ak2gchol_hs	1-alkyl 2-acylglycerol 3-phosphocholine	BIGG:bigg2255863;	0	C10H20O5NPFULLRFULLR2CO
clpn_hs	cardiolipin (homo sapiens)	BIGG:bigg2262847;	-2	C9H16O9P2FULLRCO2FULLR2CO2FULLRCO2FULLR2CO2
pydam	Pyridoxamine	KEGG:C00534;CAS:85-87-0;BIGG:bigg35277;	1	C8H13N2O2
1mpyr	1-Methylpyrrolinium	KEGG:C06178;CAS:76-57-3;BIGG:bigg47587;	1	C5H10N
R1coa_hs	R group 1 Coenzyme A homo sapiens	BIGG:bigg2218044;	-4	XCO2C21H31N7O15P3S
ksi_deg31	keratan sulfate I, degradation product 31	BIGG:bigg2416944;	-2	C90H148N6O72S2
lgnccrn	lignoceryl carnitine	BIGG:bigg2614349;	0	C31H61NO4
hpdca	heptadecanoate	CAS:506-12-7;BIGG:bigg215873;	-1	C17H33O2
acmanap	N-Acetyl-D-mannosamine 6-phosphate	KEGG:C04257;CAS:157296-99-6;BIGG:bigg43459;	-2	C8H14NO9P
myrsACP	Myristoyl-ACP (n-C14:0ACP)	KEGG:C05761;BIGG:bigg1437493;	-1	C25H47N2O8PRS
naglc2p_U	N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog	BIGG:bigg1809451;	-20	C1105H1810N10O120P20
m3mpdol_L	(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog	BIGG:bigg1809507;	-20	C1480H2428N20O370P20
mescon	Mesaconate	KEGG:C01732;CAS:498-24-8;BIGG:bigg38272;	-2	C5H4O4
gd1b_hs	GD1b (homo sapiens)	BIGG:bigg2266615;	-2	C66H111N4O38FULLRCO
m2gacpail_hs	dimannosyl-glucosaminyl-acylphosphatidylinositol (H3)	BIGG:bigg2282535;	0	C43H78NO24PFULLRCO2FULLR2CO2
hs_pre4	heparan sulfate, precursor 4	BIGG:bigg2301800;	-3	C51H76N2O42X
hs_deg18	heparan sulfate, degradation product 18	BIGG:bigg2303864;	-4	C43H66N2O45S3
3oddcoa	3-Oxododecanoyl-CoA	KEGG:C05263;BIGG:bigg45453;	-4	C33H52N7O18P3S
palmACP	Palmitoyl-ACP (n-C16:0ACP)	KEGG:C05764;BIGG:bigg1437566;	-1	C27H51N2O8PRS
focytC	Ferrocytochrome C	KEGG:c00126;BIGG:bigg1595982;	2	C42H54FeN8O6S2
3hibutcoa	(S)-3-Hydroxyisobutyryl-CoA	KEGG:C06000;BIGG:bigg47176;	-4	C25H38N7O18P3S
ksii_core4_pre4	keratan sulfate II biosynthesis, precursor 4	BIGG:bigg2299219;	-1	C61H99N5O43X
cs_c_pre2	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2	BIGG:bigg2300736;	-4	C37H54NO37S2X
dd2coa	trans-Dodec-2-enoyl-CoA	KEGG:C03221;BIGG:bigg41433;	-4	C33H52N7O17P3S
cs_e_deg3	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3	BIGG:bigg2416316;	-6	C37H53NO44S4
antipyrene	antipyrene	BIGG:bigg2299968;	0	C11H12N2O
tststerones	testosterone sulfate	BIGG:bigg2794968;	-1	C19H27O5S
quln	Quinolinate	KEGG:C03722;CAS:89-00-9;BIGG:bigg42393;	-2	C7H3NO4
lald-L	L-Lactaldehyde	KEGG:C00424;CAS:598-35-6;BIGG:bigg34941;	0	C3H6O2
acg5p	N-Acetyl-L-glutamyl 5-phosphate	KEGG:C04133;BIGG:bigg43209;	-3	C7H9NO8P
m1mpdol_U	alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809503;	-20	C1305H2140N20O270P20
sTn_antigen	sialyl-Tn antigen	BIGG:bigg1885276;	-1	C19H30N2O13X
5g2oxpt	5-Guanidino-2-oxopentanoate	KEGG:C03771;CAS:14191-95-8;BIGG:bigg42500;	0	C6H11N3O3
retpalm [deleted 10/09/2005  06:18:49 PM]	Retinyl palminate	BIGG:bigg2264863;	0	C36H60O2
gd2_hs	GD2 (homo sapiens)	BIGG:bigg2266613;	-2	C60H101N4O33FULLRCO
gt2_hs	GT2 (homo sapiens)	BIGG:bigg2266624;	-3	C71H117N5O41FULLRCO
lxser	Gal-Xyl-L-Ser (protein)	BIGG:bigg2299744;	0	C11H19O9X
cs,hs_linkage	chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))	BIGG:bigg2300654;	-1	C23H36O20X
12harachd	12 hydroxy arachidonic acid	BIGG:bigg2300207;	-1	C20H31O3
hs_deg20	heparan sulfate, degradation product 20	BIGG:bigg2303866;	-4	C45H68N2O43S2
cs_b_deg3	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	BIGG:bigg2415986;	-4	C37H55NO38S2
cs_c_deg4	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	BIGG:bigg2416062;	-2	C31H49NO29S
4mptnl	4-Methylpentanal	KEGG:C02373;CAS:123-30-8;BIGG:bigg39716;	0	C6H12O
xylu-D	D-Xylulose	KEGG:C00310;CAS:551-84-8;BIGG:bigg34575;	0	C5H10O5
fum	Fumarate	KEGG:C00122;CAS:110-17-8;BIGG:bigg33938;	-2	C4H2O4
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	KEGG:C04734;BIGG:bigg44434;	-2	C10H13N4O9P
dcdp	dCDP	KEGG:C00705;CAS:None;BIGG:bigg50858;	-3	C9H12N3O10P2
hmbil	Hydroxymethylbilane	KEGG:C01024;CAS:73023-76-4;BIGG:bigg36648;	-8	C40H38N4O17
glu-L	L-Glutamate	KEGG:C00025;CAS:56-86-0;BIGG:bigg33561;	-1	C5H8NO4
hdca	Hexadecanoate (n-C16:0)	KEGG:C00249;CAS:57-10-3;BIGG:bigg34386;	-1	C16H31O2
dtdpglu	dTDPglucose	KEGG:C00842;CAS:2009-24-7;BIGG:bigg36175;	-2	C16H24N2O16P2
mi1p-D	1D-myo-Inositol 1-phosphate	KEGG:C01177;BIGG:bigg1484840;	-2	C6H11O9P
ocdcea	octadecenoate (n-C18:1)	KEGG:C00712;BIGG:bigg1451011;	-1	C18H33O2
citr-L	L-Citrulline	KEGG:C00327;CAS:372-75-8;BIGG:bigg34627;	0	C6H13N3O3
Asn-X-Ser/Thr	protein-linked asparagine residue (N-glycosylation site)	BIGG:bigg1821398;	0	XH
m8mpdol_L	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809518;	-20	C1780H2928N20O620P20
l2n2m2mn	de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)	BIGG:bigg1862524;	0	C54H91N3O41
udpacgal	UDP-N-acetyl-D-galactosamine	KEGG:C00203;CAS:None;BIGG:bigg34247;	-2	C17H25N3O17P2
core4	Core 4	BIGG:bigg1885372;	0	C24H40N3O15X
core6	Core 6	BIGG:bigg1885374;	0	C16H27N2O10X
xoltri27	7-alpha,27-Dihydroxycholesterol	KEGG:C06341;CAS:59-31-4;BIGG:bigg48023;	0	C27H46O3
48dhoxquin	4,8-Dihydroxyquinoline	KEGG:C05637;CAS:552-58-9;BIGG:bigg46171;	0	C9H7NO2
adprib	ADPribose	KEGG:C00301;BIGG:bigg34547;	-2	C15H21N5O14P2
datp	dATP	KEGG:C00131;CAS:1927-31-7;BIGG:bigg33969;	-4	C10H12N5O12P3
betald	Betaine aldehyde	KEGG:C00576;BIGG:bigg35400;	1	C5H12NO
prgnlone	Pregnenolone	KEGG:C01953;CAS:145-13-1;BIGG:bigg38769;	0	C21H32O2
selmeth	Selenomethionine	KEGG:C05335;CAS:64-04-0;BIGG:bigg45598;	0	C5H11NO2Se
acgal	N-Acetyl-D-galactosamine	KEGG:C01132;CAS:14215-68-0;BIGG:bigg36880;	0	C8H15NO6
dak2gpe_hs	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen (homo sapiens)	BIGG:bigg2255861;	0	C7H14O5NPFULLRFULLR2CO
acn13acngalgbside_hs	sialyl (1,3) sialyl (2,6) galactosylgloboside (homo sapiens)	BIGG:bigg2266492;	-2	C72H121N4O43FULLRCO
ksii_core4_pre9	keratan sulfate II biosynthesis, precursor 9	BIGG:bigg2299224;	-3	C83H133N7O64S2X
dhdascb	Dehydroascorbate	KEGG:C00425;CAS:490-83-5;BIGG:bigg34945;	0	C6H6O6
estradiolglc	estradiol glucuronide	BIGG:bigg2304841;	0	C24H32O8
lnlc	linoleic acid (all cis C18:2) n-6	KEGG:C01595;CAS:60-33-3;BIGG:bigg37956;	-1	C18H31O2
ade	Adenine	KEGG:C00147;CAS:73-24-5;BIGG:bigg34039;	0	C5H5N5
cmp	CMP	KEGG:C00055;BIGG:bigg33689;	-2	C9H12N3O8P
dtmp	dTMP	KEGG:C00364;CAS:365-07-1;BIGG:bigg34753;	-2	C10H13N2O8P
hpdcacoa	heptadecanoyl coa	BIGG:bigg2415330;	-4	C38H64N7O17P3S
cs_e_deg2	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2	BIGG:bigg2416314;	-6	C45H66N2O49S4
pepslys	peptide sans lysine	BIGG:bigg2418619;	0	X
3sala	3-Sulfino-L-alanine	KEGG:C00606;CAS:1115-65-7;BIGG:bigg35482;	-2	C3H5NO4S
fucgal14acglcgalgluside_hs	Lacto-N-fucopentaosyl III ceramide	BIGG:bigg2419362;	0	C50H89N2O26FULLRCO
cbl1	Cob(I)alamin	KEGG:C00853;CAS:18534-66-2;BIGG:bigg36205;	-1	C62H88CoN13O14P
9-cis-retfa	fatty acid 9-cis-retinol	BIGG:bigg2430287;	0	C20H29OFULLR2CO
lneldccoa	linoelaidyl coenzyme A	BIGG:bigg2218571;	-4	C39H62N7O17P3S
tmndnccoa	timnodonyl coenzyme A	BIGG:bigg2218824;	-4	C41H60N7O17P3S
5adtststerone	5alpha-Dihydrotestosterone	KEGG:C03917;CAS:521-18-6;BIGG:bigg42776;	0	C19H30O2
g3p	Glyceraldehyde 3-phosphate	KEGG:C00118;CAS:142-10-9;BIGG:bigg35637;	-2	C3H5O6P
nadp	Nicotinamide adenine dinucleotide phosphate	KEGG:C00006;CAS:53-59-8;BIGG:bigg33488;	-3	C21H25N7O17P3
4izp	4-Imidazolone-5-propanoate	KEGG:C03680;BIGG:bigg42318;	-1	C6H7N2O3
orot	Orotate	KEGG:C00295;CAS:65-86-1;BIGG:bigg34527;	-1	C5H3N2O4
dnad	Deamino-NAD+	KEGG:C00857;BIGG:bigg36219;	-2	C21H24N6O15P2
4ppcys	N-((R)-4-Phosphopantothenoyl)-L-cysteine	KEGG:C04352;BIGG:bigg43650;	-3	C12H20N2O9PS
crn	L-Carnitine	KEGG:C00318;CAS:541-15-1;BIGG:bigg34600;	0	C7H15NO3
34hpp	3-(4-Hydroxyphenyl)pyruvate	KEGG:C01179;BIGG:bigg37006;	-1	C9H7O4
pppg9	Protoporphyrinogen IX	KEGG:C01079;BIGG:bigg36764;	-2	C34H38N4O4
4hpro-LT	trans-4-Hydroxy-L-proline	KEGG:C01157;CAS:51-35-4;BIGG:bigg36935;	0	C5H9NO3
doldp_U	Dolichol diphosphate, human uterine homolog	BIGG:bigg1809267;	-30	C1025H1670O70P20
dolmanp_L	Dolichyl phosphate D-mannose, human liver homolog	BIGG:bigg1809321;	-10	C1140H1868O90P10
s2l2n2m2m	de-Fuc form of PA6 (w/o peptide linkage)	BIGG:bigg1862478;	-2	C84H136N6O62
mma	Methylamine	KEGG:C00218;BIGG:bigg1800349;	1	C1H6N
triodthy	Triiodothyronine	KEGG:C02465;CAS:1823692;BIGG:bigg39878;	0	C15H12I3NO4
f5hoxkyn	Formyl-5-hydroxykynurenamine	KEGG:C05647;CAS:2208-41-5;BIGG:bigg46193;	1	C10H13N2O3
lald-D	D-Lactaldehyde	KEGG:C00937;CAS:None;BIGG:bigg36414;	0	C3H6O2
cholcoar	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	KEGG:C04760;CAS:745-65-3;BIGG:bigg44498;	-4	C48H76N7O20P3S
phyQ	Phylloquinone	KEGG:C02059;CAS:84-80-0;BIGG:bigg39000;	0	C31H46O2
pglyc_hs	phosphatidylglycerol (homo sapiens)	BIGG:bigg2262846;	-1	C6H12O6PFULLRCO2FULLR2CO2
3hmbcoa	(S)-3-Hydroxy-2-methylbutyryl-CoA	KEGG:C04405;BIGG:bigg43751;	-4	C26H40N7O18P3S
bvite	beta-tocopherol	BIGG:bigg2296531;	0	C28H48O2
hs_pre5	heparan sulfate, precursor 5	BIGG:bigg2301801;	-3	C59H89N3O47X
hom-L	L-Homoserine	KEGG:C00263;CAS:672-15-1;BIGG:bigg34437;	0	C4H9NO3
thcys	Thiocysteine	KEGG:C01962;CAS:40524-74-1;BIGG:bigg38786;	0	C3H7NO2S2
3aib	L-3-Amino-isobutanoate	KEGG:C03284;CAS:1758-80-1;BIGG:bigg41559;	0	C4H9NO2
